Title,U_r_l,Discount_price,original_price
5 x Authentic VOOPOO PnP-VM6 coil 0.15ohm,https://www.cigabuy.com/5-x-authentic-voopoo pnp-vm6 coil-015ohm-p-19505.html,$9.74,$11.33 
Authentic VOOPOO DRAG 3 177W MOD - Prussian Blue,https://www.cigabuy.com/authentic-voopoo-drag-3-177w-mod-prussian-blue-p-20567.html,$36.02,$37.22 
Authentic Geekvape L200 Aegis Legend 2 MOD - Black,https://www.cigabuy.com/authentic-geekvape-l200-aegis-legend-2-mod-black-p-21210.html,,
Authentic Uwell Crown Pod 1250mAh Pod System Kit - Red,https://www.cigabuy.com/authentic-uwell-crown-pod-1250mah-pod-system-kit-red-p-16659.html,$7.71,$37.91 
Authentic Vandy Vape PULSE V2 BF 95W BOX MOD - G10 Obsidian Black,https://www.cigabuy.com/authentic-vandy-vape-pulse-v2-bf-95w-box-mod-g10-obsidian-black-p-19445.html,$41.10,$43.80 
10pcs Authentic Wotofo Agleted Organic Cotton 6mm,https://www.cigabuy.com/10pcs-authentic-wotofo-agleted-organic-cotton-6mm-p-13261.html,$3.03,$4.74 
Authentic Geekvape L200 Aegis Legend 2 MOD - Silver,https://www.cigabuy.com/authentic-geekvape-l200-aegis-legend-2-mod-silver-p-21213.html,,
Authentic Geekvape L200 Aegis Legend 2 MOD - Classic Black,https://www.cigabuy.com/authentic-geekvape-l200-aegis-legend-2-mod-classic-black-p-21211.html,,
5 x Authentic Geekvape P Series Coil KA1 0.2ohm,https://www.cigabuy.com/5-x-authentic-geekvape-series-coil-ka1-02ohm-p-20538.html,$7.99,$13.75 
Authentic VOOPOO DRAG X Plus MOD - Classic,https://www.cigabuy.com/authentic-voopoo-drag-x-plus-mod-classic-p-20579.html,$29.87,$30.84 
Authentic Uwell Caliburn Pod System 520mAh Kit - Black,https://www.cigabuy.com/authentic-uwell-caliburn-pod-system-520mah-kit-black-p-14097.html,$15.61,$32.04 
Authentic Steam Crave Hadron Pro DNA250C 400W MOD - Silver,https://www.cigabuy.com/authentic-steam-crave-hadron-pro-dna250c-400w-mod-silver-p-21504.html,,
4 x Authentic Uwell Crown 5 FeCrAl UN2-3 Triple Meshed Coil 0.2ohm,https://www.cigabuy.com/4-x-authentic-uwell-crown-5-fecral-un2-3-triple-meshed-coil-02ohm-p-20282.html,$14.30,$23.27 
Authentic Uwell CROWN 5 V Box Kit  - Blue,https://www.cigabuy.com/authentic-uwell-crown-5-v-box-kit-blue-p-21060.html,,
Authentic Joyetech Riftcore Duo RTA 3.5ML - Blue,https://www.cigabuy.com/authentic-joyetech-riftcore-duo-rta-35ml-blue-p-12624.html,$1.18,$50.07 
Authentic Geekvape L200 Aegis Legend 2 MOD - Rainbow,https://www.cigabuy.com/authentic-geekvape-l200-aegis-legend-2-mod-rainbow-p-21215.html,,
Authentic Uwell Crown 3 5ML Sub-Ohm Tank Atomizer - Purple,https://www.cigabuy.com/authentic-uwell-crown-3-5ml-sub-ohm-tank-atomizer-purple-p-21146.html,$5.04,$6.02 
8pcs Authentic Uwell Crown Pod Repalcement Cartridge 1.0ohm 2pcs/pack,https://www.cigabuy.com/8pcs-authentic-uwell-crown-pod-repalcement-cartridge-10ohm-2pcspack-p-21684.html,$23.19,$29.43 
Authentic Geekvape L200 Aegis Legend 2 Kit - Classic Black,https://www.cigabuy.com/authentic-geekvape-l200-aegis-legend-2-kit-classic-black-p-21204.html,,
5 x Authentic Wotofo nexMESH Clapton Ni80 + A1 0.2ohm Coil,https://www.cigabuy.com/5-x-authentic-wotofo-nexmesh-clapton-ni80-a1-02ohm-coil-p-19390.html,$4.85,$10.67 
Authentic Geekvape L200 Aegis Legend 2 Kit - Rainbow,https://www.cigabuy.com/authentic-geekvape-l200-aegis-legend-2-kit-rainbow-p-21208.html,,
Authentic Uwell Crown 5 5ml sub-ohm Tank Atomizer - Black,https://www.cigabuy.com/authentic-uwell-crown-5-5ml-sub-ohm-tank-atomizer-black-p-20264.html,$24.09,$35.41 
Authentic Wotofo MDURA PRO MOD - King Kong Black,https://www.cigabuy.com/authentic-wotofo-mdura-pro-mod-king-kong-black-p-21104.html,,
Authentic VOOPOO DRAG 3 177W MOD - Sandy Brown,https://www.cigabuy.com/authentic-voopoo-drag-3-177w-mod-sandy-brown-p-20566.html,$36.02,$37.22 
Authentic Geekvape L200 Aegis Legend 2 MOD - Navy Blue,https://www.cigabuy.com/authentic-geekvape-l200-aegis-legend-2-mod-navy-blue-p-21214.html,,
Authentic VOOPOO DRAG 3 177W MOD - Marsala,https://www.cigabuy.com/authentic-voopoo-drag-3-177w-mod-marsala-p-20568.html,$36.01,$38.20 
Authentic Uwell Crown Pod 1250mAh Pod System Kit - Black+Grey,https://www.cigabuy.com/authentic-uwell-crown-pod-1250mah-pod-system-kit-blackgrey-p-21240.html,$15.20,$19.47 
Authentic Geekvape L200 Aegis Legend 2 Kit - Navy Blue,https://www.cigabuy.com/authentic-geekvape-l200-aegis-legend-2-kit-navy-blue-p-21207.html,,
Authentic Vandyvape GAUR-21 Mod - Carbon Fiber Black,https://www.cigabuy.com/authentic-vandyvape-gaur-21-mod-carbon-fiber-black-p-20363.html,$38.66,$59.63 
5-in-1 Survival Bracelet Fire Starter Whistle Buckle Scraper Knife - Black,https://www.cigabuy.com/5-in-1-survival-bracelet-fire-starter-whistle-buckle-scraper-knife-black-p-21355.html,$1.18,$5.96 
5 x Authentic VOOPOO PnP-VM5 coil 0.2ohm,https://www.cigabuy.com/5-x-authentic-voopoo pnp-vm5 coil-02ohm-p-19504.html,$9.74,$11.47 
Authentic Fucig EXvape eXpromizer V5 MTL RTA - Brushed,https://www.cigabuy.com/authentic-fucig-exvape-expromizer-v5-mtl-rta-brushed-p-20605.html,$24.71,$26.45 
Authentic Wotofo Profile RDTA  - Black,https://www.cigabuy.com/authentic-wotofo-profile-rdta-black-p-19384.html,$25.54,$42.87 
Authentic Steam Crave Titan PWM V1.5 Mod - Gunmetal,https://www.cigabuy.com/authentic-steam-crave-titan-pwm-v15-mod-gunmetal-p-19520.html,$50.09,$83.05 
50pcs SEA WOLF V3 Cleaning Organic Cotton Wick for E-cigarette 10pcs/pack,https://www.cigabuy.com/50pcs-sea-wolf-v3-cleaning-organic-cotton-wick-for-e-cigarette-10pcspack-p-21220.html,$2.65,$4.49 
Authentic VOOPOO DRAG X Plus MOD - Sandy Brown,https://www.cigabuy.com/authentic-voopoo-drag-x-plus-mod-sandy-brown-p-20576.html,$29.87,$31.58 
Authentic SMOK ARCFOX 230W KIT - Prism Rainbow,https://www.cigabuy.com/authentic-smok-arcfox-230w-kit-prism-rainbow-p-20738.html,$50.87,$54.89 
Authentic Steam Crave Aromamizer Titan V2 RDTA - Silver,https://www.cigabuy.com/authentic-steam-crave-aromamizer-titan-v2-rdta-silver-p-20601.html,$51.26,$79.83 
Authentic Uwell CROWN 5 V Box Kit  - Black,https://www.cigabuy.com/authentic-uwell-crown-5-v-box-kit-black-p-21061.html,,
Authentic Dovpo Topside Dual 200W Squonker Box Mod - Black,https://www.cigabuy.com/authentic-dovpo-topside-dual-200w-squonker-box-mod-black-p-14040.html,$67.43,$94.44 
