"
	Hat City Physical Therapy",,"Sarah Coppola, PT ","
	46 Federal Rd, Danbury, CT 06810, United States"
"
	Advanced Physical Therapy and Sports Medicine – Champion Center",https://www.advancedptsm.com,"Katey Miller, PT ","
	Community First Champion Center, W Champion Dr, Appleton, WI, USA"
"
	PRO-PT",https://pro-pt.net/,"Christopher Melkonian, PT ","
	746 G Street, Reedley, Fresno, CA 93654, United States"
"
	Belmont University",,"Leslie Dunn, PT ","
	1900 Belmont Blvd, Nashville, TN 37212, United States"
"
	O’Brien Clinic",," Paddy O Brien, Physiotherapist ","
	Toomevara Nenagh Tipperary Munster E45KH48 Ireland"
"
	Orlando Health",,"Marissa Conrad, PT ","
	100 West Gore Street, Ste. 104, Orlando, FL 32806, United States"
"
	Peachtree Spine Physicians",,"Alexa McCauley, Other ","
	5555 Peachtree Dunwoody Rd NE, Ste G65, Atlanta, GA 30342, United States"
"
	MHealth Fairview Rehabilitation",,"Emily Henrich, PT ","
	1825 Woodwinds Drive Woodbury MN 55125 United States"
"
	One Physiotherapy",," Bertrand Koh, Physiotherapist ","
	24 Raffles Place, Clifford Centre, #26-06A, Singapore 048621, Singapore"
,," Sarah Schwarz, ",
"
	Unity Medical Center",https://www.unitymedcenter.com/,"Briana Lazur, ATC/LAT/CAT(C) ","
	164 W 13th St Grafton ND 58237 United States"
"
	Physical Therapy Innovations",,"Wendy Hodge, PT ","
	65 South Street #101 Hopkinton MA 01748 United States"
"
	Physical Therapy Innovations",,"Wendy Hodge, PT ","
	65 South Street #101 Hopkinton MA 01748 United States"
"
	Physical Therapy Innovations",,"Wendy Hodge, PT ","
	65 South Street #101 Hopkinton MA 01748 United States"
"
	MaineHealth-Waldo County General Hospital",," Rachel Adler, Occupational Therapist ","
	118 Northport Ave PO Box 287 Belfast Maine 04915 United States"
,," Jennifer Duke, ",
"
	Revolutions in Fitness",https://revolutionsinfitness.com/,"Marjorie Wagoner, DPT ","
	2044 Old Middlefield Way, Mountain View, CA, USA"
,," Megan Grace, ",
"
	Access Physical Therapy",,"Chris Coppolecchia, PT ","
	530 Main St, Armonk, NY 10504, United States"
"
	Boston Associates Rehabilitation",http://www.barphysicaltherapy.com/,"Danielle Griscom, PT ","
	291 Harding Highway, Carneys Point, Penns Grove, NJ 08069, United States"
"
	Physical Therapy Centres",," Ambika Mehta, Physiotherapy Resident ","
	4363 167 Ave NW #209 Edmonton AB T5Y 3Y2 Canada"
,," Rachel Taylor, ",
"
	Richmond Physiotherapy and Massage",http://www.richmondphysiotherapy.ca/," Monique Junghans, Physiotherapist ","
	3715 51 St SW, Calgary, Alberta T3E 6V2, Canada"
"
	Saylor Physical Therapy Cornelius",http://www.saylorpt.com/cornelius/our-staff/,"Ashley Heffernan, PT ","
	19460 Old Jetton Road, Cornelius, North Carolina 28031, United States"
"
	Access Physical Therapy",https://accessphysicaltherapywellness.com/locations/armonk-ny/,"Alison Yeung, PT ","
	530 Main Street, Armonk, NY 10504, United States"
"
	MTI Physical Therapy",https://mtipt.com/,"Kyle Buckham, PT ","
	506 12th Ave, Seattle, WA 98122, United States"
"
	WestSide Physical Therapy",http://westside-pt.com/,"Rachel Castellitto, PT ","
	315 Bridge Street, Syracuse, New York 13209, United States"
"
	Childserve",https://www.childserve.org/,"Abby Smith, PT ","
	5406 Merle Hay Rd, Johnston, IA 50131, United States"
"
	Saylor Physical Therapy Cornelius",http://www.saylorpt.com/cornelius/our-staff/,"Ashley Heffernan, PT ","
	19460 Old Jetton Road, Cornelius, North Carolina 28031, United States"
"
	Boston Sports Medicine",https://www.bostonsportsmed.com/allston-ma/physical-therapy-clinics/,"Michael Geiger, PT, DPT ","
	1 Braintree St, Boston, MA 02134, USA"
"
	Mass Sport and Spine",,"Briana Crowley, PT ","
	940 High St, Westwood, MA 02090, United States"
"
	Lourdes Hospital",,"Victoria Robinson, PT ","
	169 Riverside Drive, Binghamton, NY 13905, United States"
"
	Providence St Mary’s",,"Ian Hockett, PT ","
	1111 South 2nd Avenue, Walla Walla, WA, USA"
"
	Reform Physical Therapy",,"Nicholas Pare, PT ","
	430 Lewiston Road, Topsham, ME 04086, United States"
"
	Franciscan Alliance",,"Kurtis Bonner, PT ","
	1710 Lafayette Avenue, Crawfordsville, IN 47933, United States"
,," Julia Anderson, ",
"
	Access Physical Therapy",,"Lissette Schum, PT ","
	855 Franklin Avenue, Thornwood, NY 10594, United States"
"
	ChildServe",," Breanne Bebb, OT ","
	2350 Oakdale Blvd, Coralville, Iowa 52241, United States"
"
	Drayer Physical Therapy",,"Sydney Lee, PT ","
	2900 Plank Rd, Suite 2, Altoona, PA 16601, United States"
"
	Reform Physical Therapy",,"Delaney Gaetano, PT ","
	439 Lewiston Road, Topsham, ME, United States"
"
	Lehigh Valley Health Network",," Maggie Campano, OTR/L ","
	1431 Nursery Street, Fogelsville, PA 18051, United States"
"
	Belmont University School of Physical Therapy",,"Maria Ruggery, ATC/LAT/CAT(C) ","
	1900 Belmont Boulevard, Nashville, TN, USA"
"
	Childserve",,"Katie Purcell, PT ","
	5406 Merle Hay Rd, Johnston, IA 50131, United States"
,," Sarah Falk, ",
,," Sarah Falk, ",
"
	Childserve",,"Katie Purcell, PT ","
	5406 Merle Hay Rd, Johnston, IA 50131, United States"
"
	Smart Sports Medicine",http://www.smartsportsmed.com,"Justin Brink, PT ","
	5307 Yellowstone Road, Cheyenne, Wyoming 82009, United States"
"
	Movement for Life Physical Therapy",,"Nicholas Watson, PT ","
	805 Aerovista Pl, Ste 104, San Luis Obispo, CA 93401, United States"
"
	Absolute Physiotherapy",http://www.absolutephysiotherapy.com.au, Dr. David Munro ,"
	131 High Street, Prahran VIC 3181, Australia"
"
	Johnson Physical Therapy and Rehab",https://johnsonptco.com/,"Thomas Ramage, PT ","
	1280 N Mildred Rd, Suite 2, Cortez, CO 81321, United States"
"
	Avera Holy Family Physical Therapy",,"Erin Verschoor, PT ","
	826 N 8th St, Estherville, Iowa 51334, United States"
"
	Belmont University School of Physical Therapy",,"Maria Ruggery, ATC/LAT/CAT(C) ","
	1900 Belmont Boulevard, Nashville, TN 37212, United States"
"
	Sports Medicine NI",https://sportsmedicineni.com," Gareth Robinson, Physiotherapist ","
	Unit 3 40 Montgomery Road Belfast N Ireland BT6 9HL United Kingdom"
"
	INOVA Mount Vernon Hospital",,"Danielle Ward, PT ","
	2501 Parkers Lane, Alexandria, VA 22306, United States"
"
	Avera Holy Family Hosptial",,"Molly Jo Anderson, PT ","
	826 North 8th Street, Estherville, IA 51334, United States"
"
	Pivot",,"Deidra Broderick, PT ","
	31 Magothy Beach Rd, Pasadena, MD 21122, United States"
"
	Orthopedic Institute",,"Shelly Price, PT/ATC ","
	810 East 23rd Street, Sioux Falls, SD, USA"
"
	BreakThrough Physical Therapy",,"Stacey Fletcher, PT ","
	3150 Rogers Road, Wake Forest, Suite 206, NC 27587, United States"
"
	PT2Excel",,"Kevin Reusch, PT ","
	303 Creek St SE, Yelm, WA 98597, United States"
,," Samy Hamdan, ",
"
	Bridge2PT",https://bridge2pt.com/," Jeffrey Kunze, Physical Therapist/CEO ","
	6862 Ivy Creek Way Moorpark CA 93021 United States"
"
	Oceanfront Physical Therapy Solutions",,"Tish Kennedy Long, PT ","
	984 B Laskin Road, Virginia Beach, VA, USA"
"
	Oceanfront Therapy Center",,"Tish Kennedy Long, PT ","
	984 Laskin Road, Virginia Beach, VA, USA"
"
	Belmont University",,"Taylor Carman, PT ","
	1900 Belmont Blvd, Nashville, TN 37212, United States"
"
	Pacificpro Physical Therapy",,"Martin Cruz, PT ","
	1561 E Ontario Ave, STE 101, Corona, CA 92881, United States"
"
	Pro-PT",,"Amy Moffet, PT ","
	1653 N Schnoor Ave, Suite 107, Madera, CA 93637, United States"
"
	Orlando Health",,"Marissa Conrad, PT ","
	100 West Gore Street, Ste. 104, Orlando, FL 32806, United States"
"
	Pacific Pro Physical Therapy and Sports Medicine",," Austin Murrow, OTR/L ","
	1561 E Ontario Ave, Ste 101, Corona, California 92881, United States"
"
	ApexNetwork Physical Therapy",,"Meghan Guler, PT ","
	2151 Arizona 92, Unit 106, Sierra Vista, AZ 85635, United States"
"
	Pro-PT Madera",https://pro-pt.net/,"Paul Martines, PT ","
	1653 North Schnoor Avenue, Suite 107, Madera, CA 93637, United States"
"
	Belmont University",,"Madeline Curran, Other ","
	1900 Belmont Blvd, Nashville, Tennessee 37212, United States"
"
	St. Anthony Outpatient Therapy",,"Haley Hutton, PT ","
	Routt Street, Lakewood, CO 80228, United States"
"
	Monument health",,"Kevin Sobolik, PT ","
	1220 Montgomery Street, Custer, SD 57730, United States"
"
	Belmont University",,"Martha Kosten, PT ","
	Belmont University, 1900 Belmont Blvd, Nashville, TN 37212, United States"
"
	Precision Physical Therapy",,"Heather Hamaguchi, PT ","
	211 Tank Farm Road, Suite A, San Luis Obispo, CA 93401, United States"
"
	Monument Health",,"Kevin Sobolik, PT ","
	1220 Montgomery Street, Custer, SD, USA"
"
	Littleton Regional Hospital",https://littletonhealthcare.org/,"Derek Roberts, PT ","
	600 Saint Johnsbury Road, Littleton, NH 03561, United States"
"
	Belmont University",,"katyann grochmal, PT ","
	1900 Belmont Blvd, Nashville, TN 37212, United States"
,," Alexa Winters, ",
"
	Advanced Orthopedic Physical Therapy",https://advancedorthopt.com/,"Nathan Phelps, PT ","
	700 Deborah Road, Suite 190, Newberg, OR, USA"
"
	Belmont University",,"Kristen Larson, PT ","
	1900 Belmont Blvd, Nashville, TN 37212, United States"
"
	Synergy Injury Care",,"ASHLEY JEFFERSON, PT ","
	825 S 6th St, Louisville, KY 40203, United States"
"
	Belmont University",,"Ann Shikles, PT ","
	1900 Belmont Blvd, Nashville, TN 37212, United States"
"
	UPMC Concussion Program – Central PA",,"Corrina Parsons, PT ","
	4310 Londonderry Road, Suite 100, Harrisburg, Pennsylvania 17109, United States"
"
	Belmont University",https://www.belmont.edu/,"Michael Berra, PT ","
	1900 Belmont Blvd, Nashville, Tennessee 37212, United States"
"
	Peak Physical Therapy and Sport Performance",https://www.peaktherapy.com/,"Camden Marcotte, PT ","
	2300 Crown Colony Drive, Quincy, Massachusetts 02169, United States"
"
	Belmont University",,"Payton McLaughlin, PT ","
	1900 Belmont Blvd, Nashville, TN 37212, United States"
"
	Belmont University – Physical Therapy Department",,"Ryan Lingerfelt, PT ","
	1900 Belmont Blvd Nashville TN 37212 United States"
"
	Twin Cities Orthopedics",https://tcomn.com/therapists/timothy-hafemeyer/,"Tim Hafemeyer, PT ","
	5715 Memorial Ave N, Oak Park Heights, MN 55082, United States"
"
	Sea to Sky Sport Phys",," Janali Gustafson, Interim PT, DPT ","
	201-37979 Cleveland Ave Squamish BC V8B0B1 Canada"
