Company_name,Company_website,Practitioner_names,url,Company_address
"
	O’Brien Clinic",," Paddy O Brien, Physiotherapist ",https://concussioncareproviders.com/listing/obrien-clinic/,"
	Toomevara Nenagh Tipperary Munster E45KH48 Ireland"
"
	Physical Therapy Innovations",,"Wendy Hodge, PT ",https://concussioncareproviders.com/listing/physical-therapy-innovations-8/,"
	65 South Street #101 Hopkinton MA 01748 United States"
"
	Physical Therapy Innovations",,"Wendy Hodge, PT ",https://concussioncareproviders.com/listing/physical-therapy-innovations-9/,"
	65 South Street #101 Hopkinton MA 01748 United States"
"
	Physical Therapy Innovations",,"Wendy Hodge, PT ",https://concussioncareproviders.com/listing/physical-therapy-innovations-10/,"
	65 South Street #101 Hopkinton MA 01748 United States"
"
	MaineHealth-Waldo County General Hospital",," Rachel Adler, Occupational Therapist ",https://concussioncareproviders.com/listing/mainehealth-waldo-county-general-hospital/,"
	118 Northport Ave PO Box 287 Belfast Maine 04915 United States"
"
	Access Physical Therapy",,"Chris Coppolecchia, PT ",https://concussioncareproviders.com/listing/access-physical-therapy/,"
	530 Main St, Armonk, NY 10504, United States"
"
	PRO-PT",https://pro-pt.net/,"Christopher Melkonian, PT ",https://concussioncareproviders.com/listing/pro-pt-6/,"
	746 G Street, Reedley, Fresno, CA 93654, United States"
,," Alexa Winters, ",https://concussioncareproviders.com/listing/7541/,
"
	Hat City Physical Therapy",,"Sarah Coppola, PT ",https://concussioncareproviders.com/listing/hat-city-physical-therapy/,"
	46 Federal Rd, Danbury, CT 06810, United States"
"
	One Physiotherapy",," Bertrand Koh, Physiotherapist ",https://concussioncareproviders.com/listing/one-physiotherapy/,"
	24 Raffles Place, Clifford Centre, #26-06A, Singapore 048621, Singapore"
,," Megan Grace, ",https://concussioncareproviders.com/listing/7348/,
"
	Boston Associates Rehabilitation",http://www.barphysicaltherapy.com/,"Danielle Griscom, PT ",https://concussioncareproviders.com/listing/boston-associates-rehabilitation/,"
	291 Harding Highway, Carneys Point, Penns Grove, NJ 08069, United States"
"
	Revolutions in Fitness",https://revolutionsinfitness.com/,"Marjorie Wagoner, DPT ",https://concussioncareproviders.com/listing/revolutions-in-fitness/,"
	2044 Old Middlefield Way, Mountain View, CA, USA"
"
	Physical Therapy Centres",," Ambika Mehta, Physiotherapy Resident ",https://concussioncareproviders.com/listing/physical-therapy-centres/,"
	4363 167 Ave NW #209 Edmonton AB T5Y 3Y2 Canada"
,," Jennifer Duke, ",https://concussioncareproviders.com/listing/7357/,
"
	Richmond Physiotherapy and Massage",http://www.richmondphysiotherapy.ca/," Monique Junghans, Physiotherapist ",https://concussioncareproviders.com/listing/richmond-physiotherapy-and-massage/,"
	3715 51 St SW, Calgary, Alberta T3E 6V2, Canada"
,," Rachel Taylor, ",https://concussioncareproviders.com/listing/7358/,
"
	Lourdes Hospital",,"Victoria Robinson, PT ",https://concussioncareproviders.com/listing/lourdes-hospital-3/,"
	169 Riverside Drive, Binghamton, NY 13905, United States"
"
	MTI Physical Therapy",https://mtipt.com/,"Kyle Buckham, PT ",https://concussioncareproviders.com/listing/mti-physical-therapy-2/,"
	506 12th Ave, Seattle, WA 98122, United States"
"
	Boston Sports Medicine",https://www.bostonsportsmed.com/allston-ma/physical-therapy-clinics/,"Michael Geiger, PT, DPT ",https://concussioncareproviders.com/listing/boston-sports-medicine-2/,"
	1 Braintree St, Boston, MA 02134, USA"
"
	Access Physical Therapy",https://accessphysicaltherapywellness.com/locations/armonk-ny/,"Alison Yeung, PT ",https://concussioncareproviders.com/listing/access-physical-therapy-2/,"
	530 Main Street, Armonk, NY 10504, United States"
"
	WestSide Physical Therapy",http://westside-pt.com/,"Rachel Castellitto, PT ",https://concussioncareproviders.com/listing/westside-physical-therapy/,"
	315 Bridge Street, Syracuse, New York 13209, United States"
"
	Saylor Physical Therapy Cornelius",http://www.saylorpt.com/cornelius/our-staff/,"Ashley Heffernan, PT ",https://concussioncareproviders.com/listing/saylor-physical-therapy-cornelius/,"
	19460 Old Jetton Road, Cornelius, North Carolina 28031, United States"
"
	Smart Sports Medicine",http://www.smartsportsmed.com,"Justin Brink, PT ",https://concussioncareproviders.com/listing/smart-sports-medicine/,"
	5307 Yellowstone Road, Cheyenne, Wyoming 82009, United States"
"
	Saylor Physical Therapy Cornelius",http://www.saylorpt.com/cornelius/our-staff/,"Ashley Heffernan, PT ",https://concussioncareproviders.com/listing/saylor-physical-therapy-cornelius-2/,"
	19460 Old Jetton Road, Cornelius, North Carolina 28031, United States"
"
	Childserve",https://www.childserve.org/,"Abby Smith, PT ",https://concussioncareproviders.com/listing/childserve-4/,"
	5406 Merle Hay Rd, Johnston, IA 50131, United States"
"
	Providence St Mary’s",,"Ian Hockett, PT ",https://concussioncareproviders.com/listing/providence-st-marys/,"
	1111 South 2nd Avenue, Walla Walla, WA, USA"
"
	Reform Physical Therapy",,"Delaney Gaetano, PT ",https://concussioncareproviders.com/listing/reform-physical-therapy-2/,"
	439 Lewiston Road, Topsham, ME, United States"
,," Julia Anderson, ",https://concussioncareproviders.com/listing/7393/,
"
	Reform Physical Therapy",,"Nicholas Pare, PT ",https://concussioncareproviders.com/listing/reform-physical-therapy/,"
	430 Lewiston Road, Topsham, ME 04086, United States"
"
	Mass Sport and Spine",,"Briana Crowley, PT ",https://concussioncareproviders.com/listing/mass-sport-and-spine/,"
	940 High St, Westwood, MA 02090, United States"
"
	ChildServe",," Breanne Bebb, OT ",https://concussioncareproviders.com/listing/childserve-5/,"
	2350 Oakdale Blvd, Coralville, Iowa 52241, United States"
,," Sarah Falk, ",https://concussioncareproviders.com/listing/7414/,
"
	Childserve",,"Katie Purcell, PT ",https://concussioncareproviders.com/listing/childserve-6/,"
	5406 Merle Hay Rd, Johnston, IA 50131, United States"
"
	Franciscan Alliance",,"Kurtis Bonner, PT ",https://concussioncareproviders.com/listing/franciscan-alliance/,"
	1710 Lafayette Avenue, Crawfordsville, IN 47933, United States"
"
	Drayer Physical Therapy",,"Sydney Lee, PT ",https://concussioncareproviders.com/listing/drayer-physical-therapy/,"
	2900 Plank Rd, Suite 2, Altoona, PA 16601, United States"
"
	Access Physical Therapy",,"Lissette Schum, PT ",https://concussioncareproviders.com/listing/access-physical-therapy-3/,"
	855 Franklin Avenue, Thornwood, NY 10594, United States"
,," Sarah Falk, ",https://concussioncareproviders.com/listing/7415/,
"
	Lehigh Valley Health Network",," Maggie Campano, OTR/L ",https://concussioncareproviders.com/listing/lehigh-valley-health-network-6/,"
	1431 Nursery Street, Fogelsville, PA 18051, United States"
"
	Childserve",,"Katie Purcell, PT ",https://concussioncareproviders.com/listing/childserve-7/,"
	5406 Merle Hay Rd, Johnston, IA 50131, United States"
"
	Belmont University School of Physical Therapy",,"Maria Ruggery, ATC/LAT/CAT(C) ",https://concussioncareproviders.com/listing/belmont-university-school-of-physical-therapy-3/,"
	1900 Belmont Boulevard, Nashville, TN, USA"
"
	Sports Medicine NI",https://sportsmedicineni.com," Gareth Robinson, Physiotherapist ",https://concussioncareproviders.com/listing/sports-medicine-ni/,"
	Unit 3 40 Montgomery Road Belfast N Ireland BT6 9HL United Kingdom"
"
	Belmont University School of Physical Therapy",,"Maria Ruggery, ATC/LAT/CAT(C) ",https://concussioncareproviders.com/listing/belmont-university-school-of-physical-therapy-4/,"
	1900 Belmont Boulevard, Nashville, TN 37212, United States"
"
	Johnson Physical Therapy and Rehab",https://johnsonptco.com/,"Thomas Ramage, PT ",https://concussioncareproviders.com/listing/johnson-physical-therapy-and-rehab/,"
	1280 N Mildred Rd, Suite 2, Cortez, CO 81321, United States"
"
	Avera Holy Family Physical Therapy",,"Erin Verschoor, PT ",https://concussioncareproviders.com/listing/avera-holy-family-physical-therapy/,"
	826 N 8th St, Estherville, Iowa 51334, United States"
"
	Pivot",,"Deidra Broderick, PT ",https://concussioncareproviders.com/listing/pivot/,"
	31 Magothy Beach Rd, Pasadena, MD 21122, United States"
"
	Avera Holy Family Hosptial",,"Molly Jo Anderson, PT ",https://concussioncareproviders.com/listing/avera-holy-family-hosptial/,"
	826 North 8th Street, Estherville, IA 51334, United States"
"
	Movement for Life Physical Therapy",,"Nicholas Watson, PT ",https://concussioncareproviders.com/listing/movement-for-life-physical-therapy/,"
	805 Aerovista Pl, Ste 104, San Luis Obispo, CA 93401, United States"
"
	INOVA Mount Vernon Hospital",,"Danielle Ward, PT ",https://concussioncareproviders.com/listing/inova-mount-vernon-hospital-3/,"
	2501 Parkers Lane, Alexandria, VA 22306, United States"
"
	Absolute Physiotherapy",http://www.absolutephysiotherapy.com.au, Dr. David Munro ,https://concussioncareproviders.com/listing/absolute-physiotherapy/,"
	131 High Street, Prahran VIC 3181, Australia"
"
	BreakThrough Physical Therapy",,"Stacey Fletcher, PT ",https://concussioncareproviders.com/listing/breakthrough-physical-therapy/,"
	3150 Rogers Road, Wake Forest, Suite 206, NC 27587, United States"
"
	Synergy Injury Care",,"ASHLEY JEFFERSON, PT ",https://concussioncareproviders.com/listing/synergy-injury-care-2/,"
	825 S 6th St, Louisville, KY 40203, United States"
"
	Pro-PT Madera",https://pro-pt.net/,"Paul Martines, PT ",https://concussioncareproviders.com/listing/pro-pt-madera/,"
	1653 North Schnoor Avenue, Suite 107, Madera, CA 93637, United States"
"
	Orthopedic Institute",,"Shelly Price, PT/ATC ",https://concussioncareproviders.com/listing/orthopedic-institute-3/,"
	810 East 23rd Street, Sioux Falls, SD, USA"
"
	Precision Physical Therapy",,"Heather Hamaguchi, PT ",https://concussioncareproviders.com/listing/precision-physical-therapy/,"
	211 Tank Farm Road, Suite A, San Luis Obispo, CA 93401, United States"
"
	PT2Excel",,"Kevin Reusch, PT ",https://concussioncareproviders.com/listing/pt2excel/,"
	303 Creek St SE, Yelm, WA 98597, United States"
"
	Bridge2PT",https://bridge2pt.com/," Jeffrey Kunze, Physical Therapist/CEO ",https://concussioncareproviders.com/listing/bridge2pt/,"
	6862 Ivy Creek Way Moorpark CA 93021 United States"
,," Samy Hamdan, ",https://concussioncareproviders.com/listing/7476/,
"
	Oceanfront Physical Therapy Solutions",,"Tish Kennedy Long, PT ",https://concussioncareproviders.com/listing/oceanfront-physical-therapy-solutions/,"
	984 B Laskin Road, Virginia Beach, VA, USA"
"
	Pacificpro Physical Therapy",,"Martin Cruz, PT ",https://concussioncareproviders.com/listing/pacificpro-physical-therapy/,"
	1561 E Ontario Ave, STE 101, Corona, CA 92881, United States"
"
	Oceanfront Therapy Center",,"Tish Kennedy Long, PT ",https://concussioncareproviders.com/listing/oceanfront-therapy-center/,"
	984 Laskin Road, Virginia Beach, VA, USA"
"
	Orlando Health",,"Marissa Conrad, PT ",https://concussioncareproviders.com/listing/orlando-health/,"
	100 West Gore Street, Ste. 104, Orlando, FL 32806, United States"
"
	Pacific Pro Physical Therapy and Sports Medicine",," Austin Murrow, OTR/L ",https://concussioncareproviders.com/listing/pacific-pro-physical-therapy-and-sports-medicine/,"
	1561 E Ontario Ave, Ste 101, Corona, California 92881, United States"
"
	Belmont University",,"Martha Kosten, PT ",https://concussioncareproviders.com/listing/belmont-university-16/,"
	Belmont University, 1900 Belmont Blvd, Nashville, TN 37212, United States"
"
	Monument Health",,"Kevin Sobolik, PT ",https://concussioncareproviders.com/listing/monument-health-6/,"
	1220 Montgomery Street, Custer, SD, USA"
"
	Pro-PT",,"Amy Moffet, PT ",https://concussioncareproviders.com/listing/pro-pt-4/,"
	1653 N Schnoor Ave, Suite 107, Madera, CA 93637, United States"
"
	ApexNetwork Physical Therapy",,"Meghan Guler, PT ",https://concussioncareproviders.com/listing/apexnetwork-physical-therapy/,"
	2151 Arizona 92, Unit 106, Sierra Vista, AZ 85635, United States"
"
	Monument health",,"Kevin Sobolik, PT ",https://concussioncareproviders.com/listing/monument-health-5/,"
	1220 Montgomery Street, Custer, SD 57730, United States"
"
	Belmont University",,"Taylor Carman, PT ",https://concussioncareproviders.com/listing/belmont-university-15/,"
	1900 Belmont Blvd, Nashville, TN 37212, United States"
"
	St. Anthony Outpatient Therapy",,"Haley Hutton, PT ",https://concussioncareproviders.com/listing/st-anthony-outpatient-therapy/,"
	Routt Street, Lakewood, CO 80228, United States"
"
	Belmont University",,"Madeline Curran, Other ",https://concussioncareproviders.com/listing/belmont-university-17/,"
	1900 Belmont Blvd, Nashville, Tennessee 37212, United States"
"
	Belmont University",https://www.belmont.edu/,"Michael Berra, PT ",https://concussioncareproviders.com/listing/belmont-university-18/,"
	1900 Belmont Blvd, Nashville, Tennessee 37212, United States"
"
	Peachtree Spine and Sport Physicians",https://www.peachtreespine.com/,"Kirsten Wages, Other ",https://concussioncareproviders.com/listing/peachtree-spine-and-sport-physicians-2/,"
	5555 Peachtree Dunwoody Road Northeast, Atlanta, GA 30342, United States"
"
	Littleton Regional Hospital",https://littletonhealthcare.org/,"Derek Roberts, PT ",https://concussioncareproviders.com/listing/littleton-regional-hospital/,"
	600 Saint Johnsbury Road, Littleton, NH 03561, United States"
"
	Belmont University",,"katyann grochmal, PT ",https://concussioncareproviders.com/listing/belmont-university-19/,"
	1900 Belmont Blvd, Nashville, TN 37212, United States"
"
	North Kansas City Hospital",,"Andrew Bick, PT ",https://concussioncareproviders.com/listing/north-kansas-city-hospital/,"
	9501 N Oak Trafficway, Ste 100, Kansas City, MO 64155, United States"
"
	Peachtree Spine and Sport Physicians",https://www.peachtreespine.com/,"Kirsten Wages, Other ",https://concussioncareproviders.com/listing/peachtree-spine-and-sport-physicians/,"
	5555 Peachtree Dunwoody Road NE atlanta GA 30342 United States"
"
	ELITE Physical Therapy and Performance",,"Madalyn Williams, PT ",https://concussioncareproviders.com/listing/elite-physical-therapy-and-performance/,"
	3896 North Schreiber Way, Coeur d'Alene, ID 83815, United States"
,," Casey Cadeau, ",https://concussioncareproviders.com/listing/7567/,
"
	Peachtree Spine Physicians",,"hyneef banks, PT ",https://concussioncareproviders.com/listing/peachtree-spine-physicians/,"
	771 Virginia Ave, Atlanta, GA 30354, United States"
"
	Peachtree Spine Physicians",,"Alexa McCauley, Other ",https://concussioncareproviders.com/listing/peachtree-spine-physicians-2/,"
	5555 Peachtree Dunwoody Rd NE, Ste G65, Atlanta, GA 30342, United States"
"
	Williams Integracare",,"Jennifer Garding, PT ",https://concussioncareproviders.com/listing/williams-integracare/,"
	100 2nd Street South, Sartell, MN 56377, United States"
"
	Orlando Health",,"Marissa Conrad, PT ",https://concussioncareproviders.com/listing/orlando-health-2/,"
	100 West Gore Street, Ste. 104, Orlando, FL 32806, United States"
"
	Peachtree Spine Physicians",,"Anthony Suarez, PT ",https://concussioncareproviders.com/listing/peachtree-spine-physicians-3/,"
	5555 Peachtree Dunwoody Rd NE, Suite G-65, Atlanta, GA 30342, United States"
